business_name,review_count,rating,address,price_range,url
SkyHouse Buckhead,40,3.5,"3390 Stratford Rd Atlanta, GA 30326",0,https://www.yelp.com/biz/skyhouse-buckhead-atlanta-3?osq=Apartments
Kingsboro Luxury Apartments,7,3.5,"3443 Kingsboro Rd NE Atlanta, GA 30326",0,https://www.yelp.com/biz/kingsboro-luxury-apartments-atlanta?osq=Apartments
Chamblee Heights Apartments,,0,"3255 Chamblee Dunwoody Rd Atlanta, GA 30341",0,https://www.yelp.com/biz/chamblee-heights-apartments-atlanta?osq=Apartments
Avana Uptown Apartments,12,3.5,"2910 Clairmont Rd Atlanta, GA 30329",0,https://www.yelp.com/biz/avana-uptown-apartments-atlanta?osq=Apartments
Gables Brookhaven by Gables Residential,12,3.0,"4420 Peachtree Rd Atlanta, GA 30319",0,https://www.yelp.com/biz/gables-brookhaven-by-gables-residential-atlanta?osq=Apartments
The Heights At Perimeter Center,17,3.0,"100 Perimeter Trace Dunwoody, GA 30346",0,https://www.yelp.com/biz/the-heights-at-perimeter-center-dunwoody?osq=Apartments
The Station on Peachtree,3,2.5,"3450 Miller Dr Chamblee, GA 30341",0,https://www.yelp.com/biz/the-station-on-peachtree-chamblee?osq=Apartments
550 Abernathy,8,3.5,"550 Abernathy Road Sandy Springs, GA 30328",0,https://www.yelp.com/biz/550-abernathy-sandy-springs?osq=Apartments
SkyHouse Buckhead,40,3.5,"3390 Stratford Rd Atlanta, GA 30326",0,https://www.yelp.com/biz/skyhouse-buckhead-atlanta-3?osq=Apartments
Kingsboro Luxury Apartments,7,3.5,"3443 Kingsboro Rd NE Atlanta, GA 30326",0,https://www.yelp.com/biz/kingsboro-luxury-apartments-atlanta?osq=Apartments
Chamblee Heights Apartments,,0,"3255 Chamblee Dunwoody Rd Atlanta, GA 30341",0,https://www.yelp.com/biz/chamblee-heights-apartments-atlanta?osq=Apartments
Avana Uptown Apartments,12,3.5,"2910 Clairmont Rd Atlanta, GA 30329",0,https://www.yelp.com/biz/avana-uptown-apartments-atlanta?osq=Apartments
Gables Brookhaven by Gables Residential,12,3.0,"4420 Peachtree Rd Atlanta, GA 30319",0,https://www.yelp.com/biz/gables-brookhaven-by-gables-residential-atlanta?osq=Apartments
The Heights At Perimeter Center,17,3.0,"100 Perimeter Trace Dunwoody, GA 30346",0,https://www.yelp.com/biz/the-heights-at-perimeter-center-dunwoody?osq=Apartments
10 Perimeter Park Apartments,7,2.5,"10 Perimeter Park Dr Atlanta, GA 30341",0,https://www.yelp.com/biz/10-perimeter-park-apartments-atlanta?osq=Apartments
The Lofts Perimeter Center,14,3.5,"100 Perimeter Lofts Cir Dunwoody, GA 30346",0,https://www.yelp.com/biz/the-lofts-perimeter-center-dunwoody?osq=Apartments
Kingsboro Luxury Apartments,7,3.5,"3443 Kingsboro Rd NE Atlanta, GA 30326",0,https://www.yelp.com/biz/kingsboro-luxury-apartments-atlanta?osq=Apartments
Chamblee Heights Apartments,,0,"3255 Chamblee Dunwoody Rd Atlanta, GA 30341",0,https://www.yelp.com/biz/chamblee-heights-apartments-atlanta?osq=Apartments
Avana Uptown Apartments,12,3.5,"2910 Clairmont Rd Atlanta, GA 30329",0,https://www.yelp.com/biz/avana-uptown-apartments-atlanta?osq=Apartments
Gables Brookhaven by Gables Residential,12,3.0,"4420 Peachtree Rd Atlanta, GA 30319",0,https://www.yelp.com/biz/gables-brookhaven-by-gables-residential-atlanta?osq=Apartments
The Heights At Perimeter Center,17,3.0,"100 Perimeter Trace Dunwoody, GA 30346",0,https://www.yelp.com/biz/the-heights-at-perimeter-center-dunwoody?osq=Apartments
10 Perimeter Park Apartments,7,2.5,"10 Perimeter Park Dr Atlanta, GA 30341",0,https://www.yelp.com/biz/10-perimeter-park-apartments-atlanta?osq=Apartments
The Lofts Perimeter Center,14,3.5,"100 Perimeter Lofts Cir Dunwoody, GA 30346",0,https://www.yelp.com/biz/the-lofts-perimeter-center-dunwoody?osq=Apartments
IMT Sandy Springs,9,3.5,"6558 Roswell Rd Sandy Springs, GA 30328",0,https://www.yelp.com/biz/imt-sandy-springs-sandy-springs?osq=Apartments
Atlas LaVista,15,2.5,"2200 Parklake Dr NE Atlanta, GA 30345",0,https://www.yelp.com/biz/atlas-lavista-atlanta?osq=Apartments
The Goodwynn At Town Brookhaven,16,4.5,"705 Town Blvd Atlanta, GA 30319",0,https://www.yelp.com/biz/the-goodwynn-at-town-brookhaven-atlanta-2?osq=Apartments
Chamblee Heights Apartments,,0,"3255 Chamblee Dunwoody Rd Atlanta, GA 30341",0,https://www.yelp.com/biz/chamblee-heights-apartments-atlanta?osq=Apartments
Avana Uptown Apartments,12,3.5,"2910 Clairmont Rd Atlanta, GA 30329",0,https://www.yelp.com/biz/avana-uptown-apartments-atlanta?osq=Apartments
Gables Brookhaven by Gables Residential,12,3.0,"4420 Peachtree Rd Atlanta, GA 30319",0,https://www.yelp.com/biz/gables-brookhaven-by-gables-residential-atlanta?osq=Apartments
The Heights At Perimeter Center,17,3.0,"100 Perimeter Trace Dunwoody, GA 30346",0,https://www.yelp.com/biz/the-heights-at-perimeter-center-dunwoody?osq=Apartments
10 Perimeter Park Apartments,7,2.5,"10 Perimeter Park Dr Atlanta, GA 30341",0,https://www.yelp.com/biz/10-perimeter-park-apartments-atlanta?osq=Apartments
The Lofts Perimeter Center,14,3.5,"100 Perimeter Lofts Cir Dunwoody, GA 30346",0,https://www.yelp.com/biz/the-lofts-perimeter-center-dunwoody?osq=Apartments
IMT Sandy Springs,9,3.5,"6558 Roswell Rd Sandy Springs, GA 30328",0,https://www.yelp.com/biz/imt-sandy-springs-sandy-springs?osq=Apartments
Atlas LaVista,15,2.5,"2200 Parklake Dr NE Atlanta, GA 30345",0,https://www.yelp.com/biz/atlas-lavista-atlanta?osq=Apartments
The Goodwynn At Town Brookhaven,16,4.5,"705 Town Blvd Atlanta, GA 30319",0,https://www.yelp.com/biz/the-goodwynn-at-town-brookhaven-atlanta-2?osq=Apartments
Dunwoody Village Apartment Homes,13,2.5,"2311 Dunwoody Crossing Atlanta, GA 30338",0,https://www.yelp.com/biz/dunwoody-village-apartment-homes-atlanta?osq=Apartments
Avana Uptown Apartments,12,3.5,"2910 Clairmont Rd Atlanta, GA 30329",0,https://www.yelp.com/biz/avana-uptown-apartments-atlanta?osq=Apartments
Gables Brookhaven by Gables Residential,12,3.0,"4420 Peachtree Rd Atlanta, GA 30319",0,https://www.yelp.com/biz/gables-brookhaven-by-gables-residential-atlanta?osq=Apartments
The Heights At Perimeter Center,17,3.0,"100 Perimeter Trace Dunwoody, GA 30346",0,https://www.yelp.com/biz/the-heights-at-perimeter-center-dunwoody?osq=Apartments
10 Perimeter Park Apartments,7,2.5,"10 Perimeter Park Dr Atlanta, GA 30341",0,https://www.yelp.com/biz/10-perimeter-park-apartments-atlanta?osq=Apartments
The Lofts Perimeter Center,14,3.5,"100 Perimeter Lofts Cir Dunwoody, GA 30346",0,https://www.yelp.com/biz/the-lofts-perimeter-center-dunwoody?osq=Apartments
IMT Sandy Springs,9,3.5,"6558 Roswell Rd Sandy Springs, GA 30328",0,https://www.yelp.com/biz/imt-sandy-springs-sandy-springs?osq=Apartments
Atlas LaVista,15,2.5,"2200 Parklake Dr NE Atlanta, GA 30345",0,https://www.yelp.com/biz/atlas-lavista-atlanta?osq=Apartments
The Goodwynn At Town Brookhaven,16,4.5,"705 Town Blvd Atlanta, GA 30319",0,https://www.yelp.com/biz/the-goodwynn-at-town-brookhaven-atlanta-2?osq=Apartments
Dunwoody Village Apartment Homes,13,2.5,"2311 Dunwoody Crossing Atlanta, GA 30338",0,https://www.yelp.com/biz/dunwoody-village-apartment-homes-atlanta?osq=Apartments
Alta Brookhaven Apartments,3,2.5,"1295 Dresden Dr Ne Atlanta, GA 30319",0,https://www.yelp.com/biz/alta-brookhaven-apartments-atlanta?osq=Apartments
Gables Brookhaven by Gables Residential,12,3.0,"4420 Peachtree Rd Atlanta, GA 30319",0,https://www.yelp.com/biz/gables-brookhaven-by-gables-residential-atlanta?osq=Apartments
The Heights At Perimeter Center,17,3.0,"100 Perimeter Trace Dunwoody, GA 30346",0,https://www.yelp.com/biz/the-heights-at-perimeter-center-dunwoody?osq=Apartments
10 Perimeter Park Apartments,7,2.5,"10 Perimeter Park Dr Atlanta, GA 30341",0,https://www.yelp.com/biz/10-perimeter-park-apartments-atlanta?osq=Apartments
The Lofts Perimeter Center,14,3.5,"100 Perimeter Lofts Cir Dunwoody, GA 30346",0,https://www.yelp.com/biz/the-lofts-perimeter-center-dunwoody?osq=Apartments
IMT Sandy Springs,9,3.5,"6558 Roswell Rd Sandy Springs, GA 30328",0,https://www.yelp.com/biz/imt-sandy-springs-sandy-springs?osq=Apartments
Atlas LaVista,15,2.5,"2200 Parklake Dr NE Atlanta, GA 30345",0,https://www.yelp.com/biz/atlas-lavista-atlanta?osq=Apartments
The Goodwynn At Town Brookhaven,16,4.5,"705 Town Blvd Atlanta, GA 30319",0,https://www.yelp.com/biz/the-goodwynn-at-town-brookhaven-atlanta-2?osq=Apartments
Dunwoody Village Apartment Homes,13,2.5,"2311 Dunwoody Crossing Atlanta, GA 30338",0,https://www.yelp.com/biz/dunwoody-village-apartment-homes-atlanta?osq=Apartments
Alta Brookhaven Apartments,3,2.5,"1295 Dresden Dr Ne Atlanta, GA 30319",0,https://www.yelp.com/biz/alta-brookhaven-apartments-atlanta?osq=Apartments
Sovereign Buckhead,1,5.0,"3344 Peachtree Rd NE Atlanta, GA 30326",0,https://www.yelp.com/biz/sovereign-buckhead-atlanta?osq=Apartments
Atlas LaVista,15,2.5,"2200 Parklake Dr NE Atlanta, GA 30345",0,https://www.yelp.com/biz/atlas-lavista-atlanta?osq=Apartments
The Goodwynn At Town Brookhaven,16,4.5,"705 Town Blvd Atlanta, GA 30319",0,https://www.yelp.com/biz/the-goodwynn-at-town-brookhaven-atlanta-2?osq=Apartments
Dunwoody Village Apartment Homes,13,2.5,"2311 Dunwoody Crossing Atlanta, GA 30338",0,https://www.yelp.com/biz/dunwoody-village-apartment-homes-atlanta?osq=Apartments
Alta Brookhaven Apartments,3,2.5,"1295 Dresden Dr Ne Atlanta, GA 30319",0,https://www.yelp.com/biz/alta-brookhaven-apartments-atlanta?osq=Apartments
Sovereign Buckhead,1,5.0,"3344 Peachtree Rd NE Atlanta, GA 30326",0,https://www.yelp.com/biz/sovereign-buckhead-atlanta?osq=Apartments
AMLI Lindbergh,24,4.0,"2400 Parkland Dr NE Atlanta, GA 30324",0,https://www.yelp.com/biz/amli-lindbergh-atlanta?osq=Apartments
Arbor Mill Apartments,1,5.0,"1850 Graves Rd Norcross, GA 30093",0,https://www.yelp.com/biz/arbor-mill-apartments-norcross-2?osq=Apartments
Home-Concierge,3,5.0,,0,https://www.yelp.com/biz/home-concierge-atlanta?osq=Apartments
Aston City Springs,4,3.0,"6400 Blue Stone Rd Sandy Springs, GA 30328",0,https://www.yelp.com/biz/aston-city-springs-sandy-springs-2?osq=Apartments
Camden St. Clair,23,3.5,"3000 Briarcliff Rd NE Atlanta, GA 30329",0,https://www.yelp.com/biz/camden-st-clair-atlanta?osq=Apartments
The Goodwynn At Town Brookhaven,16,4.5,"705 Town Blvd Atlanta, GA 30319",0,https://www.yelp.com/biz/the-goodwynn-at-town-brookhaven-atlanta-2?osq=Apartments
Dunwoody Village Apartment Homes,13,2.5,"2311 Dunwoody Crossing Atlanta, GA 30338",0,https://www.yelp.com/biz/dunwoody-village-apartment-homes-atlanta?osq=Apartments
Alta Brookhaven Apartments,3,2.5,"1295 Dresden Dr Ne Atlanta, GA 30319",0,https://www.yelp.com/biz/alta-brookhaven-apartments-atlanta?osq=Apartments
Sovereign Buckhead,1,5.0,"3344 Peachtree Rd NE Atlanta, GA 30326",0,https://www.yelp.com/biz/sovereign-buckhead-atlanta?osq=Apartments
AMLI Lindbergh,24,4.0,"2400 Parkland Dr NE Atlanta, GA 30324",0,https://www.yelp.com/biz/amli-lindbergh-atlanta?osq=Apartments
Arbor Mill Apartments,1,5.0,"1850 Graves Rd Norcross, GA 30093",0,https://www.yelp.com/biz/arbor-mill-apartments-norcross-2?osq=Apartments
Home-Concierge,3,5.0,,0,https://www.yelp.com/biz/home-concierge-atlanta?osq=Apartments
Aston City Springs,4,3.0,"6400 Blue Stone Rd Sandy Springs, GA 30328",0,https://www.yelp.com/biz/aston-city-springs-sandy-springs-2?osq=Apartments
Camden St. Clair,23,3.5,"3000 Briarcliff Rd NE Atlanta, GA 30329",0,https://www.yelp.com/biz/camden-st-clair-atlanta?osq=Apartments
The Flats at North Springs,11,3.0,"6850 Peachtree Dunwoody Rd NE Sandy Springs, GA 30328",0,https://www.yelp.com/biz/the-flats-at-north-springs-sandy-springs?osq=Apartments
Dunwoody Village Apartment Homes,13,2.5,"2311 Dunwoody Crossing Atlanta, GA 30338",0,https://www.yelp.com/biz/dunwoody-village-apartment-homes-atlanta?osq=Apartments
Alta Brookhaven Apartments,3,2.5,"1295 Dresden Dr Ne Atlanta, GA 30319",0,https://www.yelp.com/biz/alta-brookhaven-apartments-atlanta?osq=Apartments
Sovereign Buckhead,1,5.0,"3344 Peachtree Rd NE Atlanta, GA 30326",0,https://www.yelp.com/biz/sovereign-buckhead-atlanta?osq=Apartments
AMLI Lindbergh,24,4.0,"2400 Parkland Dr NE Atlanta, GA 30324",0,https://www.yelp.com/biz/amli-lindbergh-atlanta?osq=Apartments
Arbor Mill Apartments,1,5.0,"1850 Graves Rd Norcross, GA 30093",0,https://www.yelp.com/biz/arbor-mill-apartments-norcross-2?osq=Apartments
Home-Concierge,3,5.0,,0,https://www.yelp.com/biz/home-concierge-atlanta?osq=Apartments
Aston City Springs,4,3.0,"6400 Blue Stone Rd Sandy Springs, GA 30328",0,https://www.yelp.com/biz/aston-city-springs-sandy-springs-2?osq=Apartments
Camden St. Clair,23,3.5,"3000 Briarcliff Rd NE Atlanta, GA 30329",0,https://www.yelp.com/biz/camden-st-clair-atlanta?osq=Apartments
The Flats at North Springs,11,3.0,"6850 Peachtree Dunwoody Rd NE Sandy Springs, GA 30328",0,https://www.yelp.com/biz/the-flats-at-north-springs-sandy-springs?osq=Apartments
Lakeshore Crossing Apartments,3,5.0,"100 Lakeshore Dr NE Atlanta, GA 30324",0,https://www.yelp.com/biz/lakeshore-crossing-apartments-atlanta?osq=Apartments
Arbor Mill Apartments,1,5.0,"1850 Graves Rd Norcross, GA 30093",0,https://www.yelp.com/biz/arbor-mill-apartments-norcross-2?osq=Apartments
Home-Concierge,3,5.0,,0,https://www.yelp.com/biz/home-concierge-atlanta?osq=Apartments
Aston City Springs,4,3.0,"6400 Blue Stone Rd Sandy Springs, GA 30328",0,https://www.yelp.com/biz/aston-city-springs-sandy-springs-2?osq=Apartments
Camden St. Clair,23,3.5,"3000 Briarcliff Rd NE Atlanta, GA 30329",0,https://www.yelp.com/biz/camden-st-clair-atlanta?osq=Apartments
The Flats at North Springs,11,3.0,"6850 Peachtree Dunwoody Rd NE Sandy Springs, GA 30328",0,https://www.yelp.com/biz/the-flats-at-north-springs-sandy-springs?osq=Apartments
Lakeshore Crossing Apartments,3,5.0,"100 Lakeshore Dr NE Atlanta, GA 30324",0,https://www.yelp.com/biz/lakeshore-crossing-apartments-atlanta?osq=Apartments
The Justin Landis Group - Keller Wiliams Realty,52,5.0,,0,https://www.yelp.com/biz/the-justin-landis-group-keller-wiliams-realty-atlanta?osq=Apartments
The Drexel,9,3.0,"100 Drexel Point Dunwoody, GA 30346",0,https://www.yelp.com/biz/the-drexel-dunwoody?osq=Apartments
Residences at Chastain,3,5.0,"4011 Roswell Rd Atlanta, GA 30342",0,https://www.yelp.com/biz/residences-at-chastain-atlanta-3?osq=Apartments
Beverly Hills Apartments,,0,"2405 Beverly Hills Dr Atlanta, GA 30341",0,https://www.yelp.com/biz/beverly-hills-apartments-atlanta?osq=Apartments
Aston City Springs,4,3.0,"6400 Blue Stone Rd Sandy Springs, GA 30328",0,https://www.yelp.com/biz/aston-city-springs-sandy-springs-2?osq=Apartments
Camden St. Clair,23,3.5,"3000 Briarcliff Rd NE Atlanta, GA 30329",0,https://www.yelp.com/biz/camden-st-clair-atlanta?osq=Apartments
The Flats at North Springs,11,3.0,"6850 Peachtree Dunwoody Rd NE Sandy Springs, GA 30328",0,https://www.yelp.com/biz/the-flats-at-north-springs-sandy-springs?osq=Apartments
Lakeshore Crossing Apartments,3,5.0,"100 Lakeshore Dr NE Atlanta, GA 30324",0,https://www.yelp.com/biz/lakeshore-crossing-apartments-atlanta?osq=Apartments
The Justin Landis Group - Keller Wiliams Realty,52,5.0,,0,https://www.yelp.com/biz/the-justin-landis-group-keller-wiliams-realty-atlanta?osq=Apartments
The Drexel,9,3.0,"100 Drexel Point Dunwoody, GA 30346",0,https://www.yelp.com/biz/the-drexel-dunwoody?osq=Apartments
Residences at Chastain,3,5.0,"4011 Roswell Rd Atlanta, GA 30342",0,https://www.yelp.com/biz/residences-at-chastain-atlanta-3?osq=Apartments
Beverly Hills Apartments,,0,"2405 Beverly Hills Dr Atlanta, GA 30341",0,https://www.yelp.com/biz/beverly-hills-apartments-atlanta?osq=Apartments
Sierra Hills Apartment Homes,1,1.0,"3207 Henderson Mill Rd Atlanta, GA 30341",0,https://www.yelp.com/biz/sierra-hills-apartment-homes-atlanta?osq=Apartments
Executive Corporate Living,2,5.0,"3460 Kingsboro Rd Atlanta, GA 30326",0,https://www.yelp.com/biz/executive-corporate-living-atlanta?osq=Apartments
Camden St. Clair,23,3.5,"3000 Briarcliff Rd NE Atlanta, GA 30329",0,https://www.yelp.com/biz/camden-st-clair-atlanta?osq=Apartments
The Flats at North Springs,11,3.0,"6850 Peachtree Dunwoody Rd NE Sandy Springs, GA 30328",0,https://www.yelp.com/biz/the-flats-at-north-springs-sandy-springs?osq=Apartments
Lakeshore Crossing Apartments,3,5.0,"100 Lakeshore Dr NE Atlanta, GA 30324",0,https://www.yelp.com/biz/lakeshore-crossing-apartments-atlanta?osq=Apartments
The Justin Landis Group - Keller Wiliams Realty,52,5.0,,0,https://www.yelp.com/biz/the-justin-landis-group-keller-wiliams-realty-atlanta?osq=Apartments
The Drexel,9,3.0,"100 Drexel Point Dunwoody, GA 30346",0,https://www.yelp.com/biz/the-drexel-dunwoody?osq=Apartments
Residences at Chastain,3,5.0,"4011 Roswell Rd Atlanta, GA 30342",0,https://www.yelp.com/biz/residences-at-chastain-atlanta-3?osq=Apartments
Beverly Hills Apartments,,0,"2405 Beverly Hills Dr Atlanta, GA 30341",0,https://www.yelp.com/biz/beverly-hills-apartments-atlanta?osq=Apartments
Sierra Hills Apartment Homes,1,1.0,"3207 Henderson Mill Rd Atlanta, GA 30341",0,https://www.yelp.com/biz/sierra-hills-apartment-homes-atlanta?osq=Apartments
Executive Corporate Living,2,5.0,"3460 Kingsboro Rd Atlanta, GA 30326",0,https://www.yelp.com/biz/executive-corporate-living-atlanta?osq=Apartments
The Artisan Luxury Apartment Homes,10,2.0,"3001 Ne Expy Atlanta, GA 30341",0,https://www.yelp.com/biz/the-artisan-luxury-apartment-homes-atlanta?osq=Apartments
The Justin Landis Group - Keller Wiliams Realty,52,5.0,,0,https://www.yelp.com/biz/the-justin-landis-group-keller-wiliams-realty-atlanta?osq=Apartments
The Drexel,9,3.0,"100 Drexel Point Dunwoody, GA 30346",0,https://www.yelp.com/biz/the-drexel-dunwoody?osq=Apartments
Residences at Chastain,3,5.0,"4011 Roswell Rd Atlanta, GA 30342",0,https://www.yelp.com/biz/residences-at-chastain-atlanta-3?osq=Apartments
Beverly Hills Apartments,,0,"2405 Beverly Hills Dr Atlanta, GA 30341",0,https://www.yelp.com/biz/beverly-hills-apartments-atlanta?osq=Apartments
Sierra Hills Apartment Homes,1,1.0,"3207 Henderson Mill Rd Atlanta, GA 30341",0,https://www.yelp.com/biz/sierra-hills-apartment-homes-atlanta?osq=Apartments
Executive Corporate Living,2,5.0,"3460 Kingsboro Rd Atlanta, GA 30326",0,https://www.yelp.com/biz/executive-corporate-living-atlanta?osq=Apartments
The Artisan Luxury Apartment Homes,10,2.0,"3001 Ne Expy Atlanta, GA 30341",0,https://www.yelp.com/biz/the-artisan-luxury-apartment-homes-atlanta?osq=Apartments
Five Oaks,15,3.0,"1200 Montreal Rd E Tucker, GA 30084",0,https://www.yelp.com/biz/five-oaks-tucker?osq=Apartments
Morningside Atlanta by Windsor,1,5.0,"1845 Piedmont Ave NE Atlanta, GA 30324",0,https://www.yelp.com/biz/morningside-atlanta-by-windsor-atlanta?osq=Apartments
Two Blocks,19,2.0,"4000 Dunwoody Park Dunwoody, GA 30338",0,https://www.yelp.com/biz/two-blocks-dunwoody?osq=Apartments
Residences at Chastain,3,5.0,"4011 Roswell Rd Atlanta, GA 30342",0,https://www.yelp.com/biz/residences-at-chastain-atlanta-3?osq=Apartments
Beverly Hills Apartments,,0,"2405 Beverly Hills Dr Atlanta, GA 30341",0,https://www.yelp.com/biz/beverly-hills-apartments-atlanta?osq=Apartments
Sierra Hills Apartment Homes,1,1.0,"3207 Henderson Mill Rd Atlanta, GA 30341",0,https://www.yelp.com/biz/sierra-hills-apartment-homes-atlanta?osq=Apartments
Executive Corporate Living,2,5.0,"3460 Kingsboro Rd Atlanta, GA 30326",0,https://www.yelp.com/biz/executive-corporate-living-atlanta?osq=Apartments
The Artisan Luxury Apartment Homes,10,2.0,"3001 Ne Expy Atlanta, GA 30341",0,https://www.yelp.com/biz/the-artisan-luxury-apartment-homes-atlanta?osq=Apartments
Five Oaks,15,3.0,"1200 Montreal Rd E Tucker, GA 30084",0,https://www.yelp.com/biz/five-oaks-tucker?osq=Apartments
Morningside Atlanta by Windsor,1,5.0,"1845 Piedmont Ave NE Atlanta, GA 30324",0,https://www.yelp.com/biz/morningside-atlanta-by-windsor-atlanta?osq=Apartments
Two Blocks,19,2.0,"4000 Dunwoody Park Dunwoody, GA 30338",0,https://www.yelp.com/biz/two-blocks-dunwoody?osq=Apartments
Spring Lake,4,3.5,"100 Chase Common Dr Norcross, GA 30071",0,https://www.yelp.com/biz/spring-lake-norcross-2?osq=Apartments
Promove,113,4.5,"2964 Peachtree Rd NW Atlanta, GA 30305",0,https://www.yelp.com/biz/promove-atlanta-10?osq=Apartments
Five Oaks,15,3.0,"1200 Montreal Rd E Tucker, GA 30084",0,https://www.yelp.com/biz/five-oaks-tucker?osq=Apartments
Morningside Atlanta by Windsor,1,5.0,"1845 Piedmont Ave NE Atlanta, GA 30324",0,https://www.yelp.com/biz/morningside-atlanta-by-windsor-atlanta?osq=Apartments
Two Blocks,19,2.0,"4000 Dunwoody Park Dunwoody, GA 30338",0,https://www.yelp.com/biz/two-blocks-dunwoody?osq=Apartments
Spring Lake,4,3.5,"100 Chase Common Dr Norcross, GA 30071",0,https://www.yelp.com/biz/spring-lake-norcross-2?osq=Apartments
Promove,113,4.5,"2964 Peachtree Rd NW Atlanta, GA 30305",0,https://www.yelp.com/biz/promove-atlanta-10?osq=Apartments
Shallowford Gardens Apts,,0,"3630 Shallowford Rd NE Atlanta, GA 30340",0,https://www.yelp.com/biz/shallowford-gardens-apts-atlanta?osq=Apartments
Anderson at Clairmont,17,2.5,"2500 Northeast Expy Atlanta, GA 30345",0,https://www.yelp.com/biz/anderson-at-clairmont-atlanta-2?osq=Apartments
Citizen Perimeter,27,2.5,"1125 Hammond Dr Sandy Springs, GA 30328",0,https://www.yelp.com/biz/citizen-perimeter-sandy-springs?osq=Apartments
Calibre Woods Apartments,11,3.5,"2075 Lavista Rd NE Atlanta, GA 30329",0,https://www.yelp.com/biz/calibre-woods-apartments-atlanta?osq=Apartments
The Reserve at Lenox Park,7,3.5,"1200 Reserve Dr NE Atlanta, GA 30319",0,https://www.yelp.com/biz/the-reserve-at-lenox-park-atlanta?osq=Apartments
Two Blocks,19,2.0,"4000 Dunwoody Park Dunwoody, GA 30338",0,https://www.yelp.com/biz/two-blocks-dunwoody?osq=Apartments
Spring Lake,4,3.5,"100 Chase Common Dr Norcross, GA 30071",0,https://www.yelp.com/biz/spring-lake-norcross-2?osq=Apartments
Promove,113,4.5,"2964 Peachtree Rd NW Atlanta, GA 30305",0,https://www.yelp.com/biz/promove-atlanta-10?osq=Apartments
Shallowford Gardens Apts,,0,"3630 Shallowford Rd NE Atlanta, GA 30340",0,https://www.yelp.com/biz/shallowford-gardens-apts-atlanta?osq=Apartments
Anderson at Clairmont,17,2.5,"2500 Northeast Expy Atlanta, GA 30345",0,https://www.yelp.com/biz/anderson-at-clairmont-atlanta-2?osq=Apartments
Citizen Perimeter,27,2.5,"1125 Hammond Dr Sandy Springs, GA 30328",0,https://www.yelp.com/biz/citizen-perimeter-sandy-springs?osq=Apartments
Calibre Woods Apartments,11,3.5,"2075 Lavista Rd NE Atlanta, GA 30329",0,https://www.yelp.com/biz/calibre-woods-apartments-atlanta?osq=Apartments
The Reserve at Lenox Park,7,3.5,"1200 Reserve Dr NE Atlanta, GA 30319",0,https://www.yelp.com/biz/the-reserve-at-lenox-park-atlanta?osq=Apartments
Bedford Park Apartments,2,1.0,"2739 Shallowford Rd Ne Atlanta, GA 30341",0,https://www.yelp.com/biz/bedford-park-apartments-atlanta-3?osq=Apartments
Sterling Oaks Apartments,3,2.5,"3200 Oakwood Village Ln Chamblee, GA 30341",0,https://www.yelp.com/biz/sterling-oaks-apartments-chamblee?osq=Apartments
Piedmont House,11,5.0,"205 12th St NE Atlanta, GA 30309",0,https://www.yelp.com/biz/piedmont-house-atlanta?osq=Apartments
@1377 Apartments,10,4.0,"1377 Dresden Dr Atlanta, GA 30319",0,https://www.yelp.com/biz/1377-apartments-atlanta?osq=Apartments
1105 Town Brookhaven,21,4.5,"1105 Town Blvd Atlanta, GA 30319",0,https://www.yelp.com/biz/1105-town-brookhaven-atlanta-2?osq=Apartments
Hanover East Paces,40,4.5,"400 Pharr Rd NE Atlanta, GA 30305",0,https://www.yelp.com/biz/hanover-east-paces-atlanta?osq=Apartments
Olmsted Chamblee,9,4.5,"5193 Peachtree Blvd Chamblee, GA 30341",0,https://www.yelp.com/biz/olmsted-chamblee-chamblee?osq=Apartments
Solis Parkview,10,4.0,"5070 Peachtree Boulevard Chamblee, GA 30341",0,https://www.yelp.com/biz/solis-parkview-chamblee?osq=Apartments
Ashford Pavilion Apartments,4,5.0,"3681 N Decatur Rd Decatur, GA 30032",0,https://www.yelp.com/biz/ashford-pavilion-apartments-decatur?osq=Apartments
Broadstone Midtown,17,4.0,"811 Juniper St Atlanta, GA 30308",0,https://www.yelp.com/biz/broadstone-midtown-atlanta?osq=Apartments
Seven Springs Apartments,12,3.5,"100 Ridgebrook Way NE Atlanta, GA 30345",0,https://www.yelp.com/biz/seven-springs-apartments-atlanta?osq=Apartments
Ashford Walk,4,5.0,"3480 Morningside Village Ln Doraville, GA 30340",0,https://www.yelp.com/biz/ashford-walk-doraville?osq=Apartments
@1377 Apartments,10,4.0,"1377 Dresden Dr Atlanta, GA 30319",0,https://www.yelp.com/biz/1377-apartments-atlanta?osq=Apartments
1105 Town Brookhaven,21,4.5,"1105 Town Blvd Atlanta, GA 30319",0,https://www.yelp.com/biz/1105-town-brookhaven-atlanta-2?osq=Apartments
Hanover East Paces,40,4.5,"400 Pharr Rd NE Atlanta, GA 30305",0,https://www.yelp.com/biz/hanover-east-paces-atlanta?osq=Apartments
Olmsted Chamblee,9,4.5,"5193 Peachtree Blvd Chamblee, GA 30341",0,https://www.yelp.com/biz/olmsted-chamblee-chamblee?osq=Apartments
Solis Parkview,10,4.0,"5070 Peachtree Boulevard Chamblee, GA 30341",0,https://www.yelp.com/biz/solis-parkview-chamblee?osq=Apartments
